"Buch1" "Buch2" "Buch3" "Buch4" "Buch5" "Buch8"
"gesamte" 0.0118381021154688 0.0163335783370084 0.00953527455631176 0.0220479572865519 0.0144632768361582 0
"tun" 0.00591905105773442 0.0105001575023625 0.018474594452854 0.0166849406492825 0.016271186440678 0
"umfang" 0.00828667148082819 0.00466673666771668 0.00655550125746433 0.0160890499118082 0.00813559322033898 0.0178370458454547
"versuchte" 0.00236762042309377 0.00466673666771668 0.0131110025149287 0.0166849406492825 0.0167231638418079 0.00679506508398276
"abgesehen" 0.00828667148082819 0.0151668941700792 0.0107271838758507 0.00476712589979501 0.00497175141242938 0.021659269955195
"amt" 0.00355143063464065 0.0128335258362209 0.0077474105770033 0.0160890499118082 0.0198870056497175 0.00424691567748922
"ausdehnung" 0.0118381021154688 0.00933347333543337 0.00893931989654227 0.0113219240120132 0.00677966101694915 0.0174123542777058
"entwickelt" 0.0319628757117659 0.0116668416692917 0.0077474105770033 0.00536301663726939 0.00813559322033898 0.0131654386002166
"gleicher" 0.0177571531732033 0.0151668941700792 0.00834336523677279 0.0119178147494875 0.00903954802259887 0.011041980761472
"hinaus" 0.00591905105773442 0.00816678916850419 0.00715145591723382 0.0101301425370644 0.00858757062146893 0.0203851952519483
"insurrektion" 0 0 0.00715145591723382 0.0280068646612957 0.0221468926553672 0
"inzwischen" 0 0.00116668416692917 0.00417168261838639 0.0196643943366544 0.0194350282485876 0.0101925976259741
"nördlichen" 0.0118381021154688 0.0116668416692917 0.0113231385356202 0.0113219240120132 0.0072316384180791 0.0144395133034634
"ausschließlich" 0.0130219123270157 0.01400021000315 0.00834336523677279 0.0137054869619107 0.00994350282485876 0.0106172891937231
"daraus" 0.020124773596297 0.0116668416692917 0.0113231385356202 0.00834247032464127 0.00768361581920904 0.0127407470324677
"drusus" 0 0 0 0.0405205701482576 0.000903954802259887 0.0157135880067101
"inschriften" 0.0165733429616564 0.00583342083464585 0.00178786397930845 0.000595890737474377 0.000451977401129943 0.0352494001231606
"mill" 0 0 0.00953527455631176 0.0125137054869619 0.023954802259887 0.00721975665173168
"pyrrhos" 0.00118381021154688 0.100334838355909 0.00953527455631176 0.00178767221242313 0 0.000424691567748922
"siege" 0.00355143063464065 0.00700010500157502 0.0107271838758507 0.0119178147494875 0.0176271186440678 0.00891852292272737
"verhältnis" 0.0260438246540315 0.0198336308377959 0.0107271838758507 0.00953425179959003 0.0153672316384181 0
"weitere" 0.010654291903922 0.0116668416692917 0.00715145591723382 0.0131095962244363 0.0103954802259887 0.0131654386002166
"asiatischen" 0.00591905105773442 0.00116668416692917 0.0143029118344676 0.0244315202364494 0.00903954802259887 0.00637037351623384
"bestanden" 0.0189409633847502 0.0116668416692917 0.00655550125746433 0.0107260332745388 0.00677966101694915 0.0152888964389612
"griechisch" 0.0295952552886721 0.00466673666771668 0.0077474105770033 0.00595890737474377 0.00225988700564972 0.0208098868196972
"größere" 0.0142057225385626 0.00583342083464585 0.0148988664942371 0.00953425179959003 0.00813559322033898 0.0127407470324677
"hellenismus" 0.00118381021154688 0.00816678916850419 0.0137069571746981 0.0119178147494875 0.0072316384180791 0.016562971142208
"hinter" 0.00828667148082819 0.00350005250078751 0.0113231385356202 0.00536301663726939 0.0140112994350282 0.0157135880067101
"jüdischen" 0 0 0 0 0.00361581920903955 0.0416197736393944
"katastrophe" 0.00118381021154688 0.00700010500157502 0.00238381863907794 0.0125137054869619 0.0131073446327684 0.0191111205487015
"korps" 0 0.00350005250078751 0.0190705491126235 0.014301377699385 0.0212429378531073 0
"latiner" 0.0639257514235318 0.0361672091748043 0.00476763727815588 0.00715068884969252 0.000451977401129943 0
"staats" 0.0118381021154688 0.00700010500157502 0.00893931989654227 0.0232397387615007 0.0112994350282486 0.00467160724523815
"übrig" 0.00236762042309377 0.0128335258362209 0.0119190931953897 0.0125137054869619 0.0135593220338983 0.00934321449047629
"bestimmen" 0.020124773596297 0.00583342083464585 0.0125150478551592 0.00893836106211565 0.0117514124293785 0.00891852292272737
"deshalb" 0.0189409633847502 0.00466673666771668 0.0166867304735456 0.0131095962244363 0.0126553672316384 0.00297284097424246
"feste" 0.0130219123270157 0.0105001575023625 0.00893931989654227 0.00953425179959003 0.00903954802259887 0.0144395133034634
"gehalten" 0.00710286126928131 0.0116668416692917 0.0137069571746981 0.00834247032464127 0.00768361581920904 0.0148642048712123
"getan" 0.00591905105773442 0.0175002625039376 0.018474594452854 0.0131095962244363 0.0144632768361582 0
"spuren" 0.0402495471925941 0.0116668416692917 0.00595954659769485 0.00476712589979501 0.00406779661016949 0.0144395133034634
"tarent" 0.00947048169237508 0.0700010500157502 0.0178786397930845 0.00238356294989751 0.00135593220338983 0
"westlichen" 0.0189409633847502 0.00816678916850419 0.0119190931953897 0.00595890737474377 0.00677966101694915 0.0157135880067101
"winter" 0.00118381021154688 0.00816678916850419 0.0148988664942371 0.0101301425370644 0.0176271186440678 0.00679506508398276
"antrag" 0.00118381021154688 0.0128335258362209 0.00357572795861691 0.0232397387615007 0.0198870056497175 0.00127407470324677
"bestehenden" 0.0177571531732033 0.00700010500157502 0.00595954659769485 0.0137054869619107 0.0135593220338983 0.00849383135497845
"bestimmten" 0.0189409633847502 0.00583342083464585 0.0125150478551592 0.0107260332745388 0.0144632768361582 0.00509629881298707
"fallen" 0.010654291903922 0.00933347333543337 0.0119190931953897 0.00893836106211565 0.0122033898305085 0.0106172891937231
"gemeinen" 0.010654291903922 0.0315004725070876 0.0148988664942371 0.00953425179959003 0.00813559322033898 0.0038222241097403
"gesetze" 0.00947048169237508 0.0198336308377959 0.00536359193792536 0.0178767221242313 0.016271186440678 0.00169876627099569
"halb" 0.00473524084618754 0.00233336833385834 0.0166867304735456 0.0119178147494875 0.00903954802259887 0.0127407470324677
"stets" 0.0248600144424846 0.00816678916850419 0.0154948211540066 0.00655479811221814 0.00858757062146893 0.00849383135497845
"strenge" 0.0142057225385626 0.0151668941700792 0.0125150478551592 0.0113219240120132 0.0122033898305085 0.00509629881298707
"zehn" 0.0236762042309377 0.0163335783370084 0.0107271838758507 0.00893836106211565 0.00949152542372881 0.00679506508398276
"angelegenheiten" 0.00355143063464065 0.01400021000315 0.020858413091932 0.0125137054869619 0.00949152542372881 0.00467160724523815
"aufstand" 0 0.00816678916850419 0.00655550125746433 0.0113219240120132 0.0117514124293785 0.0169876627099569
"begriff" 0.020124773596297 0.0163335783370084 0.0119190931953897 0.00953425179959003 0.0103954802259887 0.00552099038073599
"ernstlich" 0.00355143063464065 0.0116668416692917 0.0143029118344676 0.0178767221242313 0.00994350282485876 0.00594568194848491
"geld" 0.00591905105773442 0.0105001575023625 0.019666503772393 0.0107260332745388 0.0108474576271186 0.00594568194848491
"größeren" 0.0142057225385626 0.00933347333543337 0.0113231385356202 0.00655479811221814 0.00813559322033898 0.0148642048712123
"inseln" 0.0142057225385626 0.00350005250078751 0.0232422317310099 0.00893836106211565 0.0031638418079096 0.0114666723292209
"schlagen" 0 0.00816678916850419 0.00953527455631176 0.0131095962244363 0.015819209039548 0.00976790605822521
"viele" 0.00710286126928131 0.00933347333543337 0.00893931989654227 0.0137054869619107 0.0103954802259887 0.0118913638969698
"derjenigen" 0.0165733429616564 0.0116668416692917 0.0077474105770033 0.0077465795871669 0.0072316384180791 0.0152888964389612
"erfolge" 0.00236762042309377 0.0186669466708667 0.0154948211540066 0.0101301425370644 0.0135593220338983 0.00467160724523815
"geist" 0.0118381021154688 0.0105001575023625 0.0143029118344676 0.0131095962244363 0.0126553672316384 0.0038222241097403
"größten" 0.00591905105773442 0.00583342083464585 0.00834336523677279 0.0131095962244363 0.0153672316384181 0.00934321449047629
"kinder" 0.0189409633847502 0.00233336833385834 0.0131110025149287 0.0125137054869619 0.0112994350282486 0.00679506508398276
"lediglich" 0.0142057225385626 0.0245003675055126 0.00834336523677279 0.0113219240120132 0.00497175141242938 0.0106172891937231
"schrift" 0.0260438246540315 0.00466673666771668 0.00238381863907794 0.00536301663726939 0.0126553672316384 0.0148642048712123
"seien" 0.00473524084618754 0.00466673666771668 0.0131110025149287 0.0178767221242313 0.00858757062146893 0.00976790605822521
"vollkommen" 0.0177571531732033 0.0151668941700792 0.0101312292160812 0.0113219240120132 0.0149152542372881 0.00212345783874461
"wort" 0.010654291903922 0.0116668416692917 0.0101312292160812 0.0119178147494875 0.0122033898305085 0.00806913978722952
"wüste" 0 0.00116668416692917 0.00715145591723382 0.0148972684368594 0.00768361581920904 0.0199605036841994
"dritten" 0.00947048169237508 0.0116668416692917 0.00715145591723382 0.0107260332745388 0.00497175141242938 0.0178370458454547
"festen" 0.020124773596297 0.0105001575023625 0.0077474105770033 0.0125137054869619 0.00903954802259887 0.00891852292272737
"fluß" 0.00947048169237508 0.00350005250078751 0.0148988664942371 0.00893836106211565 0.0140112994350282 0.00806913978722952
"genötigt" 0.00355143063464065 0.00933347333543337 0.00953527455631176 0.0172808313867569 0.0203389830508475 0
"griechischer" 0.00591905105773442 0.0151668941700792 0.0107271838758507 0.00893836106211565 0.00542372881355932 0.016138279574459
"innere" 0.00710286126928131 0.01400021000315 0.00893931989654227 0.0107260332745388 0.0108474576271186 0.011041980761472
"kleinasiatischen" 0.0142057225385626 0 0.0125150478551592 0.0107260332745388 0.0103954802259887 0.0114666723292209
"linken" 0.00710286126928131 0.00466673666771668 0.0137069571746981 0.00417123516232064 0.0135593220338983 0.0131654386002166
"reden" 0.00828667148082819 0.00350005250078751 0.0119190931953897 0.014301377699385 0.0117514124293785 0.00891852292272737
"schloß" 0.0118381021154688 0.0151668941700792 0.0125150478551592 0.0137054869619107 0.00858757062146893 0.00637037351623384
"staaten" 0.00710286126928131 0.0186669466708667 0.0226462770712404 0.00893836106211565 0.00361581920903955 0.0076444482194806
"wichtigen" 0.0118381021154688 0.0163335783370084 0.0166867304735456 0.00834247032464127 0.00994350282485876 0.00552099038073599
"zug" 0.00828667148082819 0.00583342083464585 0.0113231385356202 0.0148972684368594 0.0103954802259887 0.00934321449047629
"beweist" 0.0260438246540315 0.00933347333543337 0.00834336523677279 0.00715068884969252 0.00768361581920904 0.0114666723292209
"bündnis" 0.00591905105773442 0.0186669466708667 0.020858413091932 0.00953425179959003 0.0126553672316384 0
"entscheidung" 0.00591905105773442 0.0268337358393709 0.00536359193792536 0.0148972684368594 0.0108474576271186 0.00594568194848491
"gebrauch" 0.0355143063464065 0.00700010500157502 0.0077474105770033 0.0077465795871669 0.00361581920903955 0.0127407470324677
"haufen" 0.00118381021154688 0.0128335258362209 0.00655550125746433 0.0178767221242313 0.0149152542372881 0.00594568194848491
"sicherheit" 0.0165733429616564 0.0105001575023625 0.00417168261838639 0.00953425179959003 0.0149152542372881 0.00891852292272737
"bedurfte" 0.00947048169237508 0.00933347333543337 0.0125150478551592 0.0101301425370644 0.0144632768361582 0.00552099038073599
"besitzungen" 0.00236762042309377 0.00933347333543337 0.0262220050298573 0.0101301425370644 0.00587570621468927 0.00637037351623384
"binnenland" 0.00236762042309377 0.00233336833385834 0.0101312292160812 0.0077465795871669 0.0072316384180791 0.0208098868196972
"dergleichen" 0.0142057225385626 0.0116668416692917 0.00715145591723382 0.00953425179959003 0.0103954802259887 0.011041980761472
"dio" 0 0 0.000595954659769485 0.00178767221242313 0.00406779661016949 0.0365234748264073
"ebene" 0.0177571531732033 0.0128335258362209 0.018474594452854 0.00715068884969252 0.00768361581920904 0.00552099038073599
"einzigen" 0.010654291903922 0.00583342083464585 0.0107271838758507 0.00953425179959003 0.0122033898305085 0.0101925976259741
"erkennen" 0.0224923940193908 0.01400021000315 0.00595954659769485 0.00893836106211565 0.00677966101694915 0.0118913638969698
"gewisse" 0.0272276348655783 0.0163335783370084 0.0107271838758507 0.00297945368737188 0.00632768361581921 0.0106172891937231
"kilikien" 0 0 0.00357572795861691 0.0137054869619107 0.0194350282485876 0.0114666723292209
"linie" 0.00710286126928131 0.00816678916850419 0.0148988664942371 0.00476712589979501 0.0131073446327684 0.0101925976259741
"militärisch" 0.00236762042309377 0.00816678916850419 0.00715145591723382 0.0107260332745388 0.0108474576271186 0.0152888964389612
"nahmen" 0.00473524084618754 0.0163335783370084 0.0113231385356202 0.0119178147494875 0.00903954802259887 0.00934321449047629
"nennen" 0.0142057225385626 0.00583342083464585 0.0113231385356202 0.00595890737474377 0.00632768361581921 0.016562971142208
"norden" 0.0142057225385626 0.00700010500157502 0.0077474105770033 0.00595890737474377 0.00451977401129944 0.0203851952519483
"orient" 0.00710286126928131 0.00466673666771668 0.00357572795861691 0.00297945368737188 0.00451977401129944 0.0288790266069267
"publikum" 0.00118381021154688 0.00116668416692917 0.0214543677517014 0.0077465795871669 0.0203389830508475 0.00127407470324677
"religion" 0.0438009778272347 0.00466673666771668 0.00536359193792536 0.0172808313867569 0.00225988700564972 0.00637037351623384
"sechs" 0.0142057225385626 0.0116668416692917 0.00953527455631176 0.0154931591743338 0.00542372881355932 0.00976790605822521
"zahlreiche" 0.00710286126928131 0.00933347333543337 0.0077474105770033 0.0113219240120132 0.00542372881355932 0.0174123542777058
"beginnen" 0.00591905105773442 0.0128335258362209 0.0137069571746981 0.0113219240120132 0.0122033898305085 0.00552099038073599
"einzig" 0.00710286126928131 0.00116668416692917 0.0119190931953897 0.014301377699385 0.0171751412429379 0.0038222241097403
"eroberung" 0.00828667148082819 0.0151668941700792 0.0119190931953897 0.00476712589979501 0.00903954802259887 0.0127407470324677
"gr" 0 0 0.00417168261838639 0.00476712589979501 0.00271186440677966 0.032701250716667
"insurgenten" 0 0 0.00417168261838639 0.0208561758116032 0.0117514124293785 0.0127407470324677
"meeres" 0.010654291903922 0.00583342083464585 0.00715145591723382 0.00655479811221814 0.00451977401129944 0.021659269955195
"südlich" 0.010654291903922 0.0128335258362209 0.00595954659769485 0.00357534442484626 0.00677966101694915 0.0199605036841994
"ägyptischen" 0.00591905105773442 0.00233336833385834 0.00476763727815588 0.000595890737474377 0.0112994350282486 0.0237827277939397
"dürfen" 0.010654291903922 0.0116668416692917 0.00834336523677279 0.00834247032464127 0.00632768361581921 0.0152888964389612
"ehre" 0.00236762042309377 0.01400021000315 0.0119190931953897 0.0137054869619107 0.00903954802259887 0.00849383135497845
"gestanden" 0.00947048169237508 0.0105001575023625 0.00715145591723382 0.0113219240120132 0.00858757062146893 0.0127407470324677
"griff" 0.00355143063464065 0.00816678916850419 0.00953527455631176 0.0196643943366544 0.00858757062146893 0.00806913978722952
"heeres" 0.00118381021154688 0.01400021000315 0.019666503772393 0.0101301425370644 0.00903954802259887 0.00594568194848491
"rat" 0.0248600144424846 0.0105001575023625 0.0202624584321625 0.0125137054869619 0.00542372881355932 0
"überdies" 0.00947048169237508 0.0186669466708667 0.0137069571746981 0.00834247032464127 0.0126553672316384 0.00339753254199138
"unweit" 0.00118381021154688 0.00233336833385834 0.00715145591723382 0.00953425179959003 0.0103954802259887 0.0182617374132037
"ehe" 0.030779065500219 0.0175002625039376 0.0119190931953897 0.00834247032464127 0.00677966101694915 0.00254814940649353
"fielen" 0.00355143063464065 0.00816678916850419 0.0119190931953897 0.0119178147494875 0.00858757062146893 0.0114666723292209
"gezogen" 0.00591905105773442 0.00466673666771668 0.0125150478551592 0.00953425179959003 0.00632768361581921 0.0152888964389612
"nationalität" 0.0177571531732033 0.0128335258362209 0.00893931989654227 0.00476712589979501 0.0122033898305085 0.00849383135497845
"parthischen" 0 0 0 0.00238356294989751 0.0112994350282486 0.0284543350391778
"traten" 0.00947048169237508 0.0163335783370084 0.0131110025149287 0.0101301425370644 0.0072316384180791 0.00806913978722952
"volke" 0.0130219123270157 0.0175002625039376 0.0113231385356202 0.0113219240120132 0.00858757062146893 0.00552099038073599
"zeichen" 0.0343304961348597 0.00583342083464585 0.00715145591723382 0.0113219240120132 0.00903954802259887 0.00467160724523815
"gelangt" 0.0260438246540315 0.00583342083464585 0.00357572795861691 0.00715068884969252 0.00858757062146893 0.0131654386002166
"mannschaft" 0.00473524084618754 0.0105001575023625 0.0148988664942371 0.014301377699385 0.0126553672316384 0.00212345783874461
"oberbefehl" 0 0.00816678916850419 0.0125150478551592 0.0202602850741288 0.0112994350282486 0.00339753254199138
"oberen" 0.00473524084618754 0.0116668416692917 0.00595954659769485 0.00417123516232064 0.00542372881355932 0.022083961522944
"prätor" 0 0.0116668416692917 0.0125150478551592 0.0208561758116032 0.0126553672316384 0.000424691567748922
"ziehen" 0.010654291903922 0.00933347333543337 0.00953527455631176 0.0113219240120132 0.0126553672316384 0.00637037351623384
"bestimmte" 0.00828667148082819 0.00933347333543337 0.00953527455631176 0.0113219240120132 0.0149152542372881 0.00467160724523815
"beziehungen" 0.0224923940193908 0.00933347333543337 0.0077474105770033 0.00297945368737188 0.0072316384180791 0.0140148217357144
"energie" 0.00473524084618754 0.0128335258362209 0.0113231385356202 0.00834247032464127 0.0135593220338983 0.00679506508398276
"fehlen" 0.0118381021154688 0.00816678916850419 0.00178786397930845 0.00715068884969252 0.00542372881355932 0.0212345783874461
"genau" 0.010654291903922 0.00583342083464585 0.00893931989654227 0.0125137054869619 0.00813559322033898 0.011041980761472
"gerade" 0.0142057225385626 0.00933347333543337 0.0107271838758507 0.00834247032464127 0.00768361581920904 0.0106172891937231
"glück" 0.00473524084618754 0.00350005250078751 0.0202624584321625 0.00893836106211565 0.0126553672316384 0.00424691567748922
"nennt" 0.00118381021154688 0.00350005250078751 0.00357572795861691 0.00476712589979501 0.00271186440677966 0.0297284097424246
"stamm" 0.0461685982503285 0.00700010500157502 0.00357572795861691 0.00297945368737188 0.00406779661016949 0.0123160554647187
"tief" 0.0153895327501095 0.0105001575023625 0.00655550125746433 0.00893836106211565 0.0135593220338983 0.00679506508398276
"ähnlicher" 0.00947048169237508 0.00816678916850419 0.00655550125746433 0.0077465795871669 0.0103954802259887 0.0131654386002166
"bericht" 0.00710286126928131 0.00933347333543337 0.00536359193792536 0.00715068884969252 0.00542372881355932 0.0195358121164504
"frei" 0.0142057225385626 0.01400021000315 0.0131110025149287 0.0077465795871669 0.00949152542372881 0.00552099038073599
"gibt" 0.0331466859233128 0.0151668941700792 0.0107271838758507 0.00953425179959003 0.00813559322033898 0
"hauptstädtischen" 0 0.00116668416692917 0.00953527455631176 0.0184726128617057 0.0194350282485876 0.000849383135497845
"höchste" 0.00710286126928131 0.0175002625039376 0.0077474105770033 0.0101301425370644 0.0153672316384181 0.00339753254199138
"höhe" 0.0177571531732033 0.00116668416692917 0.0119190931953897 0.0101301425370644 0.0103954802259887 0.00721975665173168
"jährlich" 0.00591905105773442 0.0128335258362209 0.0119190931953897 0.0119178147494875 0.00994350282485876 0.00637037351623384
"kolonien" 0.0142057225385626 0.0373338933417335 0.00893931989654227 0.0119178147494875 0.00632768361581921 0
"staates" 0.0153895327501095 0.00933347333543337 0.0101312292160812 0.0125137054869619 0.00903954802259887 0.00594568194848491
"volkes" 0.0189409633847502 0.0128335258362209 0.00476763727815588 0.0119178147494875 0.00858757062146893 0.00806913978722952
"behandlung" 0.00591905105773442 0.01400021000315 0.0125150478551592 0.0154931591743338 0.00587570621468927 0.00637037351623384
"erschienen" 0.00591905105773442 0.00816678916850419 0.0119190931953897 0.0107260332745388 0.0135593220338983 0.00509629881298707
"gott" 0.0497200288849692 0.00233336833385834 0.00357572795861691 0.00536301663726939 0.00361581920903955 0.0106172891937231
"hielten" 0.00473524084618754 0.00816678916850419 0.0125150478551592 0.0101301425370644 0.00994350282485876 0.00891852292272737
"inschrift" 0.00710286126928131 0 0.00238381863907794 0.00178767221242313 0.00135593220338983 0.0322765591489181
"kern" 0.0142057225385626 0.00816678916850419 0.0113231385356202 0.00834247032464127 0.0122033898305085 0.00552099038073599
"ostens" 0.00355143063464065 0.00233336833385834 0.00417168261838639 0.0077465795871669 0.0103954802259887 0.0186864289809526
"süden" 0.0153895327501095 0.00583342083464585 0.00715145591723382 0.00238356294989751 0.00497175141242938 0.0199605036841994
"wichtige" 0.00236762042309377 0.0233336833385834 0.0119190931953897 0.00715068884969252 0.00949152542372881 0.00721975665173168
"besseren" 0.00355143063464065 0.00116668416692917 0.00893931989654227 0.0137054869619107 0.00949152542372881 0.0118913638969698
"freiwillig" 0.00473524084618754 0.0163335783370084 0.0143029118344676 0.0113219240120132 0.00813559322033898 0.00509629881298707
"führt" 0.00710286126928131 0.00350005250078751 0.00536359193792536 0.00297945368737188 0.00451977401129944 0.0246321109294375
"gänzlich" 0.0118381021154688 0.00933347333543337 0.0107271838758507 0.0119178147494875 0.0122033898305085 0.00339753254199138
"mesopotamien" 0.00355143063464065 0 0 0.00178767221242313 0.00632768361581921 0.0301531013101735
"muster" 0.0153895327501095 0.00933347333543337 0.00834336523677279 0.00536301663726939 0.00858757062146893 0.0118913638969698
"nationale" 0.00710286126928131 0.00700010500157502 0.0107271838758507 0.00595890737474377 0.00677966101694915 0.0152888964389612
"schweren" 0 0.01400021000315 0.0160907758137761 0.00715068884969252 0.0072316384180791 0.0101925976259741
"sehen" 0.00591905105773442 0.00700010500157502 0.0107271838758507 0.0101301425370644 0.00994350282485876 0.00976790605822521
"sodann" 0.00947048169237508 0.00700010500157502 0.00476763727815588 0.0208561758116032 0.0126553672316384 0.00254814940649353
"spätere" 0.0284114450771252 0.01400021000315 0.00655550125746433 0.00297945368737188 0.00271186440677966 0.0140148217357144
"bleiben" 0.00710286126928131 0.01400021000315 0.00595954659769485 0.00893836106211565 0.00949152542372881 0.011041980761472
"feldherren" 0.00118381021154688 0.00933347333543337 0.0148988664942371 0.00893836106211565 0.0117514124293785 0.00637037351623384
"gedacht" 0.0153895327501095 0.00816678916850419 0.00595954659769485 0.00655479811221814 0.00587570621468927 0.0152888964389612
"gewiß" 0.0177571531732033 0.00583342083464585 0.00893931989654227 0.00536301663726939 0.0031638418079096 0.016562971142208
"kollegen" 0 0.0116668416692917 0.0113231385356202 0.0172808313867569 0.0144632768361582 0
"sollen" 0.00591905105773442 0.00700010500157502 0.0101312292160812 0.0125137054869619 0.00587570621468927 0.0118913638969698
"zusammenhang" 0.0118381021154688 0.0175002625039376 0.00655550125746433 0.00417123516232064 0.00768361581920904 0.0127407470324677
"besetzung" 0.00118381021154688 0.00816678916850419 0.00834336523677279 0.00834247032464127 0.0072316384180791 0.0157135880067101
"erzählung" 0.0165733429616564 0.0221669991716542 0.00536359193792536 0.00357534442484626 0.00451977401129944 0.0131654386002166
"gebildet" 0.0260438246540315 0.00816678916850419 0.00417168261838639 0.00893836106211565 0.0072316384180791 0.00934321449047629
"pontischen" 0 0 0.00119190931953897 0.0166849406492825 0.0230508474576271 0.00339753254199138
"schicksal" 0.00118381021154688 0.00700010500157502 0.00893931989654227 0.0101301425370644 0.0135593220338983 0.00849383135497845
"überlieferung" 0.0449847880387816 0.01400021000315 0.00595954659769485 0.00953425179959003 0.00587570621468927 0
"varro" 0.010654291903922 0.00466673666771668 0.0125150478551592 0.00238356294989751 0.0225988700564972 0.000424691567748922
"anspruch" 0.00591905105773442 0.00700010500157502 0.0077474105770033 0.0101301425370644 0.0108474576271186 0.00976790605822521
"bewohner" 0.010654291903922 0.00466673666771668 0.00476763727815588 0.00834247032464127 0.00632768361581921 0.016562971142208
"daher" 0.0248600144424846 0.0105001575023625 0.0119190931953897 0.00178767221242313 0.00361581920903955 0.0114666723292209
"elemente" 0.0284114450771252 0.00583342083464585 0.00297977329884742 0.0077465795871669 0.0112994350282486 0.00679506508398276
"formen" 0.0295952552886721 0.00933347333543337 0.0077474105770033 0.00715068884969252 0.00768361581920904 0.00552099038073599
"frauen" 0.0165733429616564 0.00466673666771668 0.0154948211540066 0.0125137054869619 0.00587570621468927 0.00424691567748922
"gaue" 0.0153895327501095 0.00233336833385834 0.00119190931953897 0.00238356294989751 0.00994350282485876 0.0191111205487015
"gebiets" 0.00236762042309377 0.01400021000315 0.0101312292160812 0.00715068884969252 0.00497175141242938 0.0144395133034634
"gestattet" 0.0153895327501095 0.0163335783370084 0.00834336523677279 0.00655479811221814 0.00451977401129944 0.011041980761472
"jerusalem" 0 0 0 0.00119178147494875 0.00406779661016949 0.032701250716667
"womit" 0.0142057225385626 0.0128335258362209 0.0125150478551592 0.00953425179959003 0.00768361581920904 0.00467160724523815
"bedingungen" 0.00355143063464065 0.0210003150047251 0.0160907758137761 0.00655479811221814 0.00813559322033898 0.00424691567748922
"beute" 0.00236762042309377 0.0105001575023625 0.0154948211540066 0.0137054869619107 0.00542372881355932 0.00637037351623384
"gehören" 0.0177571531732033 0.0163335783370084 0.00655550125746433 0.00417123516232064 0.00361581920903955 0.0135901301679655
"gelangte" 0.00473524084618754 0.00816678916850419 0.0107271838758507 0.0107260332745388 0.00677966101694915 0.0106172891937231
"gewöhnlichen" 0.0142057225385626 0.00583342083464585 0.0077474105770033 0.0101301425370644 0.0117514124293785 0.00594568194848491
"gründung" 0.010654291903922 0.0233336833385834 0.00715145591723382 0.0077465795871669 0.00361581920903955 0.0106172891937231
"kaiserlichen" 0.00118381021154688 0 0.00119190931953897 0 0.000903954802259887 0.0348247085554116
"königlichen" 0.0142057225385626 0.0105001575023625 0.00536359193792536 0.00834247032464127 0.00903954802259887 0.00976790605822521
"kreis" 0.010654291903922 0.00933347333543337 0.00715145591723382 0.0154931591743338 0.00632768361581921 0.0076444482194806
"mangel" 0.00947048169237508 0.00933347333543337 0.0125150478551592 0.0077465795871669 0.0131073446327684 0.00339753254199138
"öffentlich" 0.00591905105773442 0.00350005250078751 0.00655550125746433 0.0119178147494875 0.0167231638418079 0.00467160724523815
"religiösen" 0.0248600144424846 0.00583342083464585 0.00595954659769485 0.00655479811221814 0.00497175141242938 0.0123160554647187
"syrakus" 0.00355143063464065 0.0431673141763793 0.0250300957103184 0.00119178147494875 0.00135593220338983 0
"vertrag" 0.0118381021154688 0.0210003150047251 0.00893931989654227 0.0154931591743338 0.00451977401129944 0.00339753254199138
"völker" 0.0295952552886721 0.00816678916850419 0.00417168261838639 0.00715068884969252 0.00949152542372881 0.00637037351623384
"beruht" 0.0284114450771252 0.00933347333543337 0.00893931989654227 0.00417123516232064 0.00677966101694915 0.00721975665173168
"daneben" 0.0142057225385626 0.00700010500157502 0.0077474105770033 0.00476712589979501 0.00858757062146893 0.0118913638969698
"gebiete" 0.00236762042309377 0.00116668416692917 0.00655550125746433 0.00595890737474377 0.0131073446327684 0.0140148217357144
"gilt" 0.0165733429616564 0.00466673666771668 0.00953527455631176 0.00417123516232064 0.00542372881355932 0.0140148217357144
"kommando" 0 0.00233336833385834 0.00953527455631176 0.0178767221242313 0.0171751412429379 0
"priester" 0.0213085838078439 0.00466673666771668 0.00297977329884742 0.00536301663726939 0.00451977401129944 0.0169876627099569
"sahen" 0.00118381021154688 0.00583342083464585 0.0125150478551592 0.0113219240120132 0.0122033898305085 0.00552099038073599
"sertorius" 0 0 0 0.00834247032464127 0.0325423728813559 0
"sizilischen" 0.0248600144424846 0.0163335783370084 0.0303936876482437 0 0 0
"stark" 0.00355143063464065 0.00933347333543337 0.0143029118344676 0.0113219240120132 0.00813559322033898 0.00594568194848491
"tätigkeit" 0.00828667148082819 0.00816678916850419 0.0125150478551592 0.014301377699385 0.0122033898305085 0
"that" 0 0 0 0 0 0.0365234748264073
"treiben" 0.00236762042309377 0.00233336833385834 0.0107271838758507 0.00834247032464127 0.0194350282485876 0.00297284097424246
"unterschied" 0.0165733429616564 0.01400021000315 0.0077474105770033 0.0125137054869619 0.00497175141242938 0.00637037351623384
"vergeblich" 0.00236762042309377 0.0105001575023625 0.0119190931953897 0.0113219240120132 0.00949152542372881 0.00637037351623384
"willen" 0.010654291903922 0.00700010500157502 0.00893931989654227 0.0077465795871669 0.0126553672316384 0.00637037351623384
"anlage" 0.0165733429616564 0.0105001575023625 0.00595954659769485 0.00715068884969252 0.00135593220338983 0.0157135880067101
